lead_id,company_name,contact_name,email,job_title,industry,company_size,region,source_channel,decision_maker,created_date,last_activity,last_touch,page_views_7d,emails_opened_30d,calls_last_30d,days_in_pipeline,deal_size_estimate,lead_score,conversion_probability,converted
LEAD_000446,Finance Company 446,Contact 446,contact446@company446.com,Sales Manager,Finance,5000+,NA,direct,False,2025-06-15,2025-07-01,case_study_view,4,2,2,159,2299,53,0.53,1
LEAD_000447,SaaS Company 447,Contact 447,contact447@company447.com,Business Analyst,SaaS,51-200,APAC,organic,True,2025-07-09,2025-08-03,email_open,5,2,2,34,2972,54,0.541,1
LEAD_000448,Education Company 448,Contact 448,contact448@company448.com,Product Manager,Education,1001-5000,EU,direct,True,2025-02-28,2025-03-11,contact_form,6,8,4,146,1665,78,0.788,1
LEAD_000449,E-commerce Company 449,Contact 449,contact449@company449.com,Operations Manager,E-commerce,5000+,NA,paid,True,2025-03-14,2025-04-10,ad_click,4,6,2,72,2228,51,0.51,0
LEAD_000450,E-commerce Company 450,Contact 450,contact450@company450.com,Business Analyst,E-commerce,51-200,EU,organic,False,2024-10-29,2024-11-27,webinar,3,0,0,45,1149,19,0.196,1
LEAD_000451,SaaS Company 451,Contact 451,contact451@company451.com,VP Sales,SaaS,11-50,LATAM,referral,False,2024-09-10,2024-10-02,webinar,4,0,0,60,5661,22,0.229,0
LEAD_000452,Retail Company 452,Contact 452,contact452@company452.com,Business Analyst,Retail,51-200,APAC,referral,False,2024-12-11,2024-12-12,ad_click,2,2,2,37,3368,40,0.409,1
LEAD_000453,Finance Company 453,Contact 453,contact453@company453.com,Product Manager,Finance,201-1000,NA,organic,False,2025-04-18,2025-05-13,trial_signup,5,3,1,34,378,57,0.571,1
LEAD_000454,Consulting Company 454,Contact 454,contact454@company454.com,VP Sales,Consulting,1-10,LATAM,referral,True,2025-04-24,2025-05-23,product_tour,5,0,2,32,118,35,0.356,0
LEAD_000455,Education Company 455,Contact 455,contact455@company455.com,Product Manager,Education,1-10,NA,paid,False,2025-04-15,2025-04-28,ad_click,2,0,1,46,187,20,0.208,1
LEAD_000456,SaaS Company 456,Contact 456,contact456@company456.com,VP Sales,SaaS,1-10,APAC,social,True,2024-11-30,2024-12-15,product_tour,3,0,1,19,932,27,0.278,0
LEAD_000457,Manufacturing Company 457,Contact 457,contact457@company457.com,Operations Manager,Manufacturing,201-1000,EU,paid,False,2025-08-16,2025-09-14,demo_request,4,1,6,165,5764,77,0.774,0
LEAD_000458,E-commerce Company 458,Contact 458,contact458@company458.com,CEO,E-commerce,11-50,NA,paid,True,2025-01-02,2025-01-13,contact_form,5,2,1,124,129,39,0.399,0
LEAD_000459,Healthcare Company 459,Contact 459,contact459@company459.com,CEO,Healthcare,5000+,LATAM,referral,True,2025-07-03,2025-07-14,contact_form,8,1,1,118,5806,41,0.416,0
LEAD_000460,SaaS Company 460,Contact 460,contact460@company460.com,Product Manager,SaaS,201-1000,NA,organic,False,2025-05-23,2025-05-29,ad_click,6,3,4,30,1877,86,0.864,1
LEAD_000461,E-commerce Company 461,Contact 461,contact461@company461.com,Operations Manager,E-commerce,51-200,NA,paid,False,2024-11-21,2024-12-21,demo_request,4,0,2,44,313,58,0.584,0
LEAD_000462,E-commerce Company 462,Contact 462,contact462@company462.com,Product Manager,E-commerce,11-50,EU,paid,False,2025-03-27,2025-04-10,case_study_view,3,3,0,138,806,22,0.222,0
LEAD_000463,Technology Company 463,Contact 463,contact463@company463.com,Business Analyst,Technology,51-200,EU,paid,False,2025-08-19,2025-09-13,product_tour,6,4,2,52,1278,58,0.583,1
LEAD_000464,Finance Company 464,Contact 464,contact464@company464.com,CEO,Finance,1001-5000,APAC,paid,False,2024-12-05,2025-01-02,email_open,6,3,2,21,379,59,0.593,1
LEAD_000465,Manufacturing Company 465,Contact 465,contact465@company465.com,CTO,Manufacturing,51-200,EU,referral,True,2025-04-09,2025-04-24,content_download,8,4,1,113,596,45,0.453,1
LEAD_000466,Consulting Company 466,Contact 466,contact466@company466.com,Business Analyst,Consulting,11-50,LATAM,referral,False,2024-10-08,2024-10-28,email_open,3,0,4,75,784,54,0.549,0
LEAD_000467,Manufacturing Company 467,Contact 467,contact467@company467.com,VP Sales,Manufacturing,1-10,MEA,organic,False,2025-07-11,2025-08-05,webinar,8,1,1,95,122,32,0.327,0
LEAD_000468,Healthcare Company 468,Contact 468,contact468@company468.com,Sales Manager,Healthcare,51-200,EU,direct,False,2024-10-04,2024-10-13,trial_signup,5,3,2,146,2714,59,0.599,1
LEAD_000469,E-commerce Company 469,Contact 469,contact469@company469.com,Marketing Director,E-commerce,51-200,LATAM,organic,True,2025-08-27,2025-09-22,email_open,6,2,1,151,1882,37,0.379,0
LEAD_000470,Real Estate Company 470,Contact 470,contact470@company470.com,Product Manager,Real Estate,1-10,NA,referral,False,2025-08-27,2025-09-20,webinar,6,3,2,168,278,46,0.46,1
LEAD_000471,Finance Company 471,Contact 471,contact471@company471.com,CTO,Finance,1-10,NA,paid,False,2024-12-02,2024-12-20,email_open,4,0,0,79,182,19,0.196,0
LEAD_000472,Consulting Company 472,Contact 472,contact472@company472.com,Sales Manager,Consulting,1001-5000,NA,social,False,2024-11-18,2024-12-05,pricing_page,5,3,4,77,15036,84,0.841,1
LEAD_000473,SaaS Company 473,Contact 473,contact473@company473.com,Sales Manager,SaaS,51-200,LATAM,paid,False,2024-10-31,2024-11-22,demo_request,6,1,1,103,1659,52,0.521,0
LEAD_000474,SaaS Company 474,Contact 474,contact474@company474.com,CEO,SaaS,11-50,LATAM,social,True,2025-04-22,2025-05-08,product_tour,10,2,0,34,2896,37,0.373,0
LEAD_000475,Real Estate Company 475,Contact 475,contact475@company475.com,CTO,Real Estate,11-50,NA,organic,False,2024-10-07,2024-10-21,demo_request,9,0,0,147,947,42,0.425,1
LEAD_000476,Education Company 476,Contact 476,contact476@company476.com,Business Analyst,Education,1-10,EU,paid,False,2025-04-12,2025-04-26,email_open,6,3,2,162,177,41,0.412,1
LEAD_000477,Education Company 477,Contact 477,contact477@company477.com,IT Director,Education,5000+,EU,paid,False,2025-04-22,2025-05-16,product_tour,12,1,1,42,5654,51,0.513,1
LEAD_000478,Finance Company 478,Contact 478,contact478@company478.com,Marketing Director,Finance,11-50,APAC,organic,True,2025-06-07,2025-06-15,pricing_page,11,5,3,159,949,78,0.787,0
LEAD_000479,E-commerce Company 479,Contact 479,contact479@company479.com,Sales Manager,E-commerce,11-50,EU,referral,False,2024-09-23,2024-10-21,email_open,5,0,3,64,957,46,0.469,1
LEAD_000480,Finance Company 480,Contact 480,contact480@company480.com,Product Manager,Finance,1-10,APAC,referral,False,2025-03-04,2025-03-25,email_open,3,1,2,98,1888,40,0.406,0
LEAD_000481,SaaS Company 481,Contact 481,contact481@company481.com,CEO,SaaS,11-50,NA,paid,False,2025-03-15,2025-03-16,content_download,9,1,1,149,838,52,0.527,1
LEAD_000482,E-commerce Company 482,Contact 482,contact482@company482.com,Operations Manager,E-commerce,201-1000,LATAM,paid,False,2024-09-23,2024-09-29,trial_signup,5,1,1,126,10192,45,0.452,1
LEAD_000483,Healthcare Company 483,Contact 483,contact483@company483.com,VP Sales,Healthcare,1-10,NA,organic,False,2025-04-23,2025-05-07,case_study_view,4,0,2,147,179,36,0.362,0
LEAD_000484,Education Company 484,Contact 484,contact484@company484.com,IT Director,Education,1001-5000,NA,organic,False,2024-12-13,2024-12-30,pricing_page,3,4,2,149,1884,54,0.543,0
LEAD_000485,Real Estate Company 485,Contact 485,contact485@company485.com,Operations Manager,Real Estate,5000+,NA,direct,False,2025-07-09,2025-07-25,webinar,3,4,2,133,1812,46,0.463,1
LEAD_000486,E-commerce Company 486,Contact 486,contact486@company486.com,Product Manager,E-commerce,1-10,MEA,paid,False,2025-05-27,2025-06-21,product_tour,4,3,0,86,1306,18,0.189,0
LEAD_000487,Real Estate Company 487,Contact 487,contact487@company487.com,VP Sales,Real Estate,1001-5000,NA,organic,False,2025-01-13,2025-02-01,contact_form,7,0,1,93,1444,50,0.509,1
LEAD_000488,Healthcare Company 488,Contact 488,contact488@company488.com,Business Analyst,Healthcare,51-200,NA,paid,False,2024-12-03,2024-12-18,content_download,7,2,1,154,1585,48,0.482,1
LEAD_000489,Technology Company 489,Contact 489,contact489@company489.com,CTO,Technology,5000+,NA,paid,True,2025-08-01,2025-08-04,pricing_page,14,2,2,170,4609,82,0.822,0
LEAD_000490,Technology Company 490,Contact 490,contact490@company490.com,IT Director,Technology,1-10,NA,paid,False,2024-12-28,2024-12-31,demo_request,4,1,2,111,571,57,0.571,0
LEAD_000491,SaaS Company 491,Contact 491,contact491@company491.com,CFO,SaaS,51-200,NA,organic,True,2025-05-09,2025-05-15,demo_request,9,0,1,91,535,66,0.663,1
LEAD_000492,SaaS Company 492,Contact 492,contact492@company492.com,CTO,SaaS,5000+,MEA,organic,False,2025-04-24,2025-04-29,case_study_view,6,2,4,28,15060,75,0.757,1
LEAD_000493,SaaS Company 493,Contact 493,contact493@company493.com,CEO,SaaS,51-200,NA,referral,False,2025-04-28,2025-04-29,webinar,6,3,2,32,159,60,0.603,1
LEAD_000494,E-commerce Company 494,Contact 494,contact494@company494.com,Business Analyst,E-commerce,201-1000,EU,paid,False,2024-11-11,2024-11-28,contact_form,5,0,1,43,363,40,0.406,1
LEAD_000495,SaaS Company 495,Contact 495,contact495@company495.com,VP Sales,SaaS,51-200,NA,referral,False,2025-05-06,2025-06-03,ad_click,7,6,2,88,3643,63,0.635,1
LEAD_000496,Healthcare Company 496,Contact 496,contact496@company496.com,Sales Manager,Healthcare,1-10,APAC,organic,False,2025-03-30,2025-04-20,webinar,3,0,3,5,160,43,0.436,0
LEAD_000497,Technology Company 497,Contact 497,contact497@company497.com,CTO,Technology,11-50,NA,organic,True,2025-04-15,2025-04-16,product_tour,6,1,3,112,1821,64,0.646,0
LEAD_000498,Finance Company 498,Contact 498,contact498@company498.com,Product Manager,Finance,1001-5000,EU,social,False,2024-10-16,2024-10-24,webinar,9,0,5,66,825,85,0.852,1
LEAD_000499,Manufacturing Company 499,Contact 499,contact499@company499.com,CEO,Manufacturing,11-50,LATAM,organic,True,2025-07-10,2025-08-06,content_download,10,1,1,90,1988,42,0.424,0
LEAD_000500,Education Company 500,Contact 500,contact500@company500.com,Operations Manager,Education,1-10,LATAM,referral,False,2024-12-15,2025-01-06,email_open,3,0,1,125,122,15,0.153,1
LEAD_000501,E-commerce Company 501,Contact 501,contact501@company501.com,VP Sales,E-commerce,1-10,EU,organic,True,2024-11-06,2024-12-01,product_tour,3,2,5,69,4280,55,0.556,1
LEAD_000502,SaaS Company 502,Contact 502,contact502@company502.com,VP Sales,SaaS,51-200,APAC,direct,False,2025-05-01,2025-05-11,webinar,2,0,0,123,2398,25,0.259,1
LEAD_000503,Education Company 503,Contact 503,contact503@company503.com,CTO,Education,201-1000,APAC,paid,False,2024-11-10,2024-12-05,content_download,11,3,2,99,2133,62,0.624,0
LEAD_000504,Real Estate Company 504,Contact 504,contact504@company504.com,CEO,Real Estate,11-50,NA,paid,True,2024-10-21,2024-11-18,pricing_page,14,1,2,24,36,67,0.67,1
LEAD_000505,SaaS Company 505,Contact 505,contact505@company505.com,Sales Manager,SaaS,5000+,NA,organic,False,2025-04-22,2025-05-03,webinar,3,0,0,80,5907,34,0.341,0
LEAD_000506,Manufacturing Company 506,Contact 506,contact506@company506.com,IT Director,Manufacturing,51-200,NA,social,False,2025-03-01,2025-03-10,pricing_page,10,2,1,179,980,52,0.525,1
LEAD_000507,SaaS Company 507,Contact 507,contact507@company507.com,CEO,SaaS,1001-5000,LATAM,organic,False,2025-06-11,2025-06-17,webinar,10,2,1,45,1599,60,0.606,0
LEAD_000508,Retail Company 508,Contact 508,contact508@company508.com,IT Director,Retail,51-200,EU,direct,False,2025-05-30,2025-06-13,webinar,6,1,6,165,5624,71,0.71,0
LEAD_000509,Technology Company 509,Contact 509,contact509@company509.com,IT Director,Technology,51-200,NA,paid,False,2025-06-01,2025-06-13,pricing_page,12,5,1,145,1982,67,0.671,1
LEAD_000510,SaaS Company 510,Contact 510,contact510@company510.com,VP Sales,SaaS,11-50,NA,paid,False,2025-07-17,2025-07-28,trial_signup,5,2,0,74,2004,45,0.456,1
LEAD_000511,Healthcare Company 511,Contact 511,contact511@company511.com,Product Manager,Healthcare,1-10,EU,referral,False,2025-01-13,2025-01-15,trial_signup,4,5,3,91,2265,60,0.604,1
LEAD_000512,Real Estate Company 512,Contact 512,contact512@company512.com,Business Analyst,Real Estate,51-200,MEA,organic,False,2025-07-28,2025-08-03,trial_signup,4,2,1,43,157,41,0.413,0
LEAD_000513,Healthcare Company 513,Contact 513,contact513@company513.com,VP Sales,Healthcare,1-10,NA,organic,False,2025-07-10,2025-07-19,demo_request,13,0,1,177,2635,61,0.614,0
LEAD_000514,Finance Company 514,Contact 514,contact514@company514.com,Operations Manager,Finance,1-10,APAC,paid,False,2025-09-02,2025-09-15,webinar,6,2,3,23,627,58,0.585,1
LEAD_000515,Retail Company 515,Contact 515,contact515@company515.com,Sales Manager,Retail,51-200,EU,direct,False,2025-08-08,2025-09-02,product_tour,2,0,2,128,361,35,0.355,0
LEAD_000516,Real Estate Company 516,Contact 516,contact516@company516.com,Sales Manager,Real Estate,1-10,NA,social,False,2024-11-28,2024-12-15,content_download,3,0,1,157,373,25,0.256,0
LEAD_000517,SaaS Company 517,Contact 517,contact517@company517.com,VP Sales,SaaS,1001-5000,EU,organic,False,2025-07-28,2025-07-30,email_open,3,0,1,102,2974,44,0.446,1
LEAD_000518,Manufacturing Company 518,Contact 518,contact518@company518.com,VP Sales,Manufacturing,11-50,NA,paid,False,2024-12-31,2025-01-16,contact_form,3,0,1,92,344,30,0.302,1
LEAD_000519,Manufacturing Company 519,Contact 519,contact519@company519.com,Sales Manager,Manufacturing,11-50,EU,referral,False,2024-12-16,2024-12-25,content_download,12,4,2,47,553,59,0.592,0
LEAD_000520,Manufacturing Company 520,Contact 520,contact520@company520.com,Marketing Director,Manufacturing,1-10,EU,direct,False,2025-05-03,2025-05-04,email_open,5,5,2,110,186,42,0.428,1
LEAD_000521,E-commerce Company 521,Contact 521,contact521@company521.com,Product Manager,E-commerce,5000+,EU,direct,False,2025-07-14,2025-07-27,email_open,5,2,4,145,12046,67,0.673,1
LEAD_000522,Finance Company 522,Contact 522,contact522@company522.com,Product Manager,Finance,1-10,EU,paid,False,2024-12-22,2025-01-03,ad_click,3,0,1,141,209,26,0.261,1
LEAD_000523,Manufacturing Company 523,Contact 523,contact523@company523.com,Marketing Director,Manufacturing,1-10,NA,organic,False,2024-10-07,2024-10-26,pricing_page,5,0,1,112,192,33,0.338,1
LEAD_000524,Technology Company 524,Contact 524,contact524@company524.com,Marketing Director,Technology,11-50,APAC,organic,False,2025-03-04,2025-03-19,product_tour,2,0,1,171,499,31,0.319,1
LEAD_000525,E-commerce Company 525,Contact 525,contact525@company525.com,CFO,E-commerce,1001-5000,LATAM,paid,False,2025-07-05,2025-07-10,trial_signup,5,0,1,11,27351,45,0.458,1
LEAD_000526,SaaS Company 526,Contact 526,contact526@company526.com,CFO,SaaS,5000+,APAC,direct,True,2025-01-07,2025-01-12,product_tour,4,2,2,16,11029,53,0.534,1
LEAD_000527,Healthcare Company 527,Contact 527,contact527@company527.com,IT Director,Healthcare,51-200,NA,direct,True,2024-09-23,2024-10-01,trial_signup,5,0,1,28,1028,48,0.488,1
LEAD_000528,Technology Company 528,Contact 528,contact528@company528.com,CEO,Technology,1001-5000,MEA,direct,False,2025-01-30,2025-01-31,case_study_view,7,1,2,69,2500,58,0.584,1
LEAD_000529,SaaS Company 529,Contact 529,contact529@company529.com,CEO,SaaS,51-200,NA,direct,False,2025-07-12,2025-08-03,trial_signup,5,5,3,73,2576,82,0.82,1
LEAD_000530,Healthcare Company 530,Contact 530,contact530@company530.com,Product Manager,Healthcare,201-1000,EU,paid,False,2025-04-03,2025-04-14,product_tour,6,2,3,5,1564,61,0.612,1
LEAD_000531,Finance Company 531,Contact 531,contact531@company531.com,Marketing Director,Finance,1-10,APAC,organic,False,2025-05-29,2025-06-16,webinar,7,2,2,160,672,47,0.477,0
LEAD_000532,SaaS Company 532,Contact 532,contact532@company532.com,CTO,SaaS,51-200,LATAM,organic,False,2025-01-27,2025-02-26,product_tour,4,0,2,79,1479,47,0.476,1
LEAD_000533,Education Company 533,Contact 533,contact533@company533.com,Marketing Director,Education,11-50,EU,paid,False,2025-06-04,2025-06-16,trial_signup,3,2,2,83,382,48,0.482,0
LEAD_000534,Real Estate Company 534,Contact 534,contact534@company534.com,Operations Manager,Real Estate,201-1000,LATAM,paid,False,2025-01-06,2025-01-07,demo_request,6,3,4,6,1030,80,0.803,1
LEAD_000535,Real Estate Company 535,Contact 535,contact535@company535.com,Sales Manager,Real Estate,51-200,NA,direct,True,2025-03-29,2025-04-28,product_tour,5,2,3,1,347,55,0.552,0
LEAD_000536,E-commerce Company 536,Contact 536,contact536@company536.com,Business Analyst,E-commerce,1-10,LATAM,referral,False,2024-12-13,2024-12-29,ad_click,4,0,1,161,510,22,0.222,0
LEAD_000537,SaaS Company 537,Contact 537,contact537@company537.com,Product Manager,SaaS,1001-5000,NA,paid,False,2024-10-31,2024-11-30,ad_click,1,0,0,103,4407,31,0.312,0
LEAD_000538,Finance Company 538,Contact 538,contact538@company538.com,CEO,Finance,1-10,APAC,direct,False,2025-03-21,2025-03-29,email_open,0,0,0,18,324,8,0.084,0
LEAD_000539,SaaS Company 539,Contact 539,contact539@company539.com,Operations Manager,SaaS,201-1000,EU,organic,False,2025-05-20,2025-05-30,contact_form,5,1,1,61,882,49,0.497,1
LEAD_000540,Real Estate Company 540,Contact 540,contact540@company540.com,Marketing Director,Real Estate,11-50,NA,organic,False,2025-05-20,2025-06-12,product_tour,5,6,2,10,202,47,0.479,1
LEAD_000541,Education Company 541,Contact 541,contact541@company541.com,CFO,Education,5000+,NA,referral,False,2025-08-18,2025-08-19,trial_signup,7,0,0,37,4763,39,0.397,0
LEAD_000542,Healthcare Company 542,Contact 542,contact542@company542.com,Product Manager,Healthcare,11-50,EU,paid,False,2025-03-11,2025-04-03,content_download,3,0,2,39,721,41,0.412,1
LEAD_000543,E-commerce Company 543,Contact 543,contact543@company543.com,IT Director,E-commerce,51-200,NA,paid,False,2025-03-20,2025-04-13,case_study_view,7,2,4,164,1955,69,0.692,1
LEAD_000544,SaaS Company 544,Contact 544,contact544@company544.com,Operations Manager,SaaS,5000+,NA,referral,False,2025-04-26,2025-05-13,product_tour,6,1,0,43,513,42,0.427,1
LEAD_000545,Healthcare Company 545,Contact 545,contact545@company545.com,CTO,Healthcare,11-50,EU,referral,False,2025-05-23,2025-06-07,content_download,5,0,0,98,429,26,0.264,1
LEAD_000546,Healthcare Company 546,Contact 546,contact546@company546.com,CTO,Healthcare,201-1000,LATAM,organic,False,2024-12-22,2025-01-07,case_study_view,1,0,4,10,1198,56,0.56,1
LEAD_000547,Finance Company 547,Contact 547,contact547@company547.com,CEO,Finance,1-10,APAC,paid,False,2024-12-26,2025-01-16,contact_form,6,2,1,48,524,36,0.368,0
LEAD_000548,E-commerce Company 548,Contact 548,contact548@company548.com,IT Director,E-commerce,11-50,APAC,organic,False,2025-08-21,2025-09-15,demo_request,4,0,2,137,3517,53,0.535,1
LEAD_000549,Manufacturing Company 549,Contact 549,contact549@company549.com,Business Analyst,Manufacturing,11-50,NA,direct,False,2025-05-19,2025-06-15,product_tour,2,1,3,79,884,48,0.485,1
LEAD_000550,Retail Company 550,Contact 550,contact550@company550.com,IT Director,Retail,1-10,LATAM,referral,False,2025-07-08,2025-07-14,content_download,12,6,3,121,792,65,0.651,1
LEAD_000551,E-commerce Company 551,Contact 551,contact551@company551.com,Sales Manager,E-commerce,51-200,LATAM,paid,False,2025-03-27,2025-03-28,demo_request,6,2,0,139,3419,41,0.412,0
LEAD_000552,E-commerce Company 552,Contact 552,contact552@company552.com,Sales Manager,E-commerce,201-1000,APAC,organic,False,2025-06-10,2025-07-03,ad_click,4,2,0,81,1086,26,0.264,0
LEAD_000553,SaaS Company 553,Contact 553,contact553@company553.com,Business Analyst,SaaS,201-1000,NA,direct,False,2024-09-29,2024-10-23,case_study_view,5,4,3,28,3623,72,0.72,0
LEAD_000554,Manufacturing Company 554,Contact 554,contact554@company554.com,IT Director,Manufacturing,5000+,EU,organic,False,2024-11-07,2024-11-08,demo_request,8,1,5,13,10846,83,0.838,1
LEAD_000555,Retail Company 555,Contact 555,contact555@company555.com,VP Sales,Retail,11-50,NA,direct,False,2024-11-15,2024-12-06,demo_request,7,0,1,53,56,49,0.492,1
LEAD_000556,Education Company 556,Contact 556,contact556@company556.com,CEO,Education,5000+,NA,paid,False,2025-03-08,2025-03-10,pricing_page,10,2,1,140,1919,52,0.529,0
LEAD_000557,SaaS Company 557,Contact 557,contact557@company557.com,Product Manager,SaaS,11-50,EU,direct,True,2025-04-07,2025-04-14,case_study_view,5,0,1,89,962,38,0.386,0
LEAD_000558,SaaS Company 558,Contact 558,contact558@company558.com,IT Director,SaaS,1-10,APAC,organic,False,2025-08-10,2025-08-12,webinar,6,0,3,57,3901,61,0.614,1
LEAD_000559,Finance Company 559,Contact 559,contact559@company559.com,Product Manager,Finance,201-1000,MEA,social,False,2025-05-26,2025-06-14,case_study_view,10,6,1,49,517,52,0.528,1
LEAD_000560,SaaS Company 560,Contact 560,contact560@company560.com,IT Director,SaaS,1-10,NA,paid,True,2025-08-09,2025-08-17,contact_form,7,2,1,51,247,51,0.515,0
LEAD_000561,E-commerce Company 561,Contact 561,contact561@company561.com,Sales Manager,E-commerce,5000+,NA,paid,False,2025-02-05,2025-02-19,email_open,9,4,1,120,4281,53,0.539,1
LEAD_000562,SaaS Company 562,Contact 562,contact562@company562.com,CFO,SaaS,51-200,EU,organic,True,2025-03-31,2025-04-05,ad_click,2,1,0,46,9798,25,0.257,0
LEAD_000563,E-commerce Company 563,Contact 563,contact563@company563.com,Product Manager,E-commerce,51-200,EU,direct,True,2025-02-23,2025-03-17,email_open,5,0,1,51,925,31,0.316,0
LEAD_000564,SaaS Company 564,Contact 564,contact564@company564.com,CEO,SaaS,1-10,NA,paid,False,2025-05-22,2025-06-02,content_download,8,0,2,80,101,53,0.532,1
LEAD_000565,SaaS Company 565,Contact 565,contact565@company565.com,Business Analyst,SaaS,1001-5000,NA,paid,False,2024-10-30,2024-11-02,trial_signup,6,4,5,78,586,95,0.95,1
LEAD_000566,Retail Company 566,Contact 566,contact566@company566.com,CEO,Retail,1001-5000,EU,organic,True,2025-03-11,2025-03-16,contact_form,7,2,2,126,1951,56,0.569,1
LEAD_000567,Healthcare Company 567,Contact 567,contact567@company567.com,Business Analyst,Healthcare,11-50,NA,paid,False,2025-06-15,2025-06-19,email_open,6,4,0,54,729,28,0.285,0
LEAD_000568,Education Company 568,Contact 568,contact568@company568.com,CTO,Education,1001-5000,APAC,social,True,2025-01-30,2025-02-06,demo_request,6,4,2,156,153,66,0.662,1
LEAD_000569,SaaS Company 569,Contact 569,contact569@company569.com,IT Director,SaaS,1-10,APAC,organic,False,2024-10-31,2024-11-07,demo_request,2,1,2,101,904,51,0.515,0
LEAD_000570,SaaS Company 570,Contact 570,contact570@company570.com,Operations Manager,SaaS,11-50,EU,organic,True,2025-01-05,2025-01-31,webinar,4,0,1,110,896,44,0.44,0
LEAD_000571,SaaS Company 571,Contact 571,contact571@company571.com,CEO,SaaS,11-50,NA,organic,False,2024-12-01,2024-12-29,case_study_view,7,3,3,37,1100,68,0.689,0
LEAD_000572,E-commerce Company 572,Contact 572,contact572@company572.com,CTO,E-commerce,201-1000,EU,organic,True,2025-04-29,2025-05-02,case_study_view,0,0,5,31,2087,60,0.605,1
LEAD_000573,E-commerce Company 573,Contact 573,contact573@company573.com,Business Analyst,E-commerce,1-10,NA,paid,True,2025-08-11,2025-09-06,contact_form,9,1,5,69,160,69,0.696,1
LEAD_000574,Finance Company 574,Contact 574,contact574@company574.com,Product Manager,Finance,201-1000,APAC,organic,False,2025-04-01,2025-04-07,case_study_view,3,0,3,98,15171,57,0.579,1
LEAD_000575,Real Estate Company 575,Contact 575,contact575@company575.com,CFO,Real Estate,1001-5000,LATAM,direct,True,2025-06-25,2025-07-22,trial_signup,15,2,1,104,1997,66,0.666,1
LEAD_000576,SaaS Company 576,Contact 576,contact576@company576.com,CFO,SaaS,201-1000,EU,paid,False,2024-09-20,2024-10-10,ad_click,8,2,3,138,2202,69,0.691,0
LEAD_000577,Healthcare Company 577,Contact 577,contact577@company577.com,CFO,Healthcare,11-50,EU,paid,False,2025-05-17,2025-06-01,trial_signup,5,3,3,155,179,66,0.668,1
LEAD_000578,E-commerce Company 578,Contact 578,contact578@company578.com,CEO,E-commerce,11-50,LATAM,social,False,2025-08-03,2025-08-31,pricing_page,6,4,2,132,790,52,0.522,0
LEAD_000579,Manufacturing Company 579,Contact 579,contact579@company579.com,Sales Manager,Manufacturing,201-1000,APAC,organic,True,2025-05-16,2025-05-31,trial_signup,10,0,3,38,414,76,0.762,1
LEAD_000580,Consulting Company 580,Contact 580,contact580@company580.com,IT Director,Consulting,51-200,APAC,referral,False,2025-02-13,2025-02-23,email_open,6,3,3,73,300,55,0.557,0
LEAD_000581,Finance Company 581,Contact 581,contact581@company581.com,Sales Manager,Finance,1-10,APAC,referral,False,2025-08-03,2025-09-02,content_download,3,1,1,2,131,27,0.277,1
LEAD_000582,SaaS Company 582,Contact 582,contact582@company582.com,Product Manager,SaaS,11-50,NA,direct,False,2024-11-07,2024-11-12,demo_request,3,2,2,101,676,61,0.61,1
LEAD_000583,Healthcare Company 583,Contact 583,contact583@company583.com,Business Analyst,Healthcare,201-1000,NA,referral,False,2024-11-07,2024-12-03,webinar,7,2,4,65,584,81,0.812,0
LEAD_000584,Healthcare Company 584,Contact 584,contact584@company584.com,CTO,Healthcare,201-1000,NA,direct,True,2025-01-14,2025-01-24,demo_request,1,0,0,30,3108,38,0.38,1
LEAD_000585,Technology Company 585,Contact 585,contact585@company585.com,Marketing Director,Technology,11-50,NA,organic,False,2025-03-27,2025-03-28,content_download,4,0,0,68,302,32,0.325,1
LEAD_000586,E-commerce Company 586,Contact 586,contact586@company586.com,CFO,E-commerce,11-50,APAC,organic,False,2025-05-31,2025-06-01,content_download,3,1,1,32,1689,28,0.29,0
LEAD_000587,Healthcare Company 587,Contact 587,contact587@company587.com,CFO,Healthcare,201-1000,MEA,paid,False,2024-12-18,2024-12-22,case_study_view,1,2,0,24,531,22,0.228,0
LEAD_000588,SaaS Company 588,Contact 588,contact588@company588.com,Business Analyst,SaaS,11-50,NA,direct,True,2025-08-11,2025-08-21,product_tour,8,0,3,139,1668,66,0.662,0
LEAD_000589,Manufacturing Company 589,Contact 589,contact589@company589.com,VP Sales,Manufacturing,11-50,NA,social,False,2024-11-17,2024-12-05,trial_signup,4,2,2,17,647,49,0.498,1
LEAD_000590,Technology Company 590,Contact 590,contact590@company590.com,Operations Manager,Technology,11-50,APAC,organic,False,2024-11-16,2024-12-06,content_download,3,0,3,13,1913,53,0.539,1
LEAD_000591,Real Estate Company 591,Contact 591,contact591@company591.com,IT Director,Real Estate,51-200,EU,paid,False,2025-01-17,2025-01-31,webinar,5,7,4,167,649,71,0.712,0
LEAD_000592,SaaS Company 592,Contact 592,contact592@company592.com,Operations Manager,SaaS,11-50,NA,organic,False,2025-04-20,2025-05-18,pricing_page,5,1,0,63,6737,39,0.391,0
LEAD_000593,SaaS Company 593,Contact 593,contact593@company593.com,Sales Manager,SaaS,11-50,NA,organic,False,2024-11-25,2024-12-12,content_download,10,4,2,44,1723,62,0.621,1
